0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,26792717,설레임삼겹살1989 홍대점,02-332-2228,서울 마포구 서교동와우산로21길 12-6,,삼겹살,2.875,8,"{'periodList': [{'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:30 ~ 02:00', 'dayOfWeek': '매일'}]}], 'realtime': {'holiday': 'N', 'breaktime': 'N', 'open': 'Y', 'moreOpenOffInfoExists': 'N', 'datetime': '20220906124256', 'currentPeriod': {'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:30 ~ 02:00', 'dayOfWeek': '매일'}]}, 'closedToday': 'N'}}",,,,"['데이트코스', '점심식사', '친목모임']","{'menucount': 7, 'menuList': [{'price': '5,000', 'recommend': False, 'menu': '냉면', 'desc': '비빔/물'}, {'price': '5,500', 'recommend': False, 'menu': '와꾸삼겹살 (180g)'}, {'price': '5,500', 'recommend': False, 'menu': '파이팅목살 (180g)'}, {'price': '7,000', 'recommend': False, 'menu': '파워양념갈비 (220g)'}, {'price': '10,000', 'recommend': False, 'menu': '소갈비살 (150g)'}, {'price': '5,000', 'recommend': False, 'menu': '홍대껍데기 (150g)'}, {'price': '6,000', 'recommend': False, 'menu': '우삼겹 (150g)'}], 'productyn': 'N', 'menuboardphotocount': 0}",http://t1.daumcdn.net/place/1BDE5B54EC67480B80C90D795CE91571,"[{'commentid': '3193082', 'contents': '빠르고 친절하게 서비스도 주시고 맛있습니다. 진짜 저렴하고 가성비 최고에요. 삼겹살데이마다 생각나는 집.', 'point': 5, 'username': 'P', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/4c0bb506f2d349a96d82cc8aa9f35c3552fe095c?original', 'profileStatus': 'S', 'photoCnt': 3, 'likeCnt': 0, 'thumbnail': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5bba402120a64b84756f34866d314e3ac29735d4?original', 'kakaoMapUserId': 'mv5rkj', 'photoList': [{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5bba402120a64b84756f34866d314e3ac29735d4?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5ef904321359d6c6d12932cf3cafc246afa6f59c?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/4dbebce5185c8325a6c5a7f3bc3b5f225a38826d?original', 'near': False}], 'ownerReply': {}, 'userCommentCount': 7, 'userCommentAverageScore': 4.1, 'myStorePick': False, 'date': '2021.03.04.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '817524', 'contents': '싸구려 고기중에서도 싸구려티가 너무 .. ㅠㅠ 아쉽네요', 'point': 1, 'username': '미니콩', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/38c4d554b5fb1a0e16397370a490b858b13707b8?original', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': 'ms2ihr', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 34, 'userCommentAverageScore': 3.6, 'myStorePick': False, 'date': '2020.02.06.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '1383101', 'contents': '진짜 별로 맛없음 ', 'point': 1, 'username': 'ㅈㅇ', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/257591a275bad4cc07f47aadf5881dc0b1ec697e?original', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': 'lnbl0l', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 38, 'userCommentAverageScore': 3.9, 'myStorePick': False, 'date': '2019.12.29.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}]","['https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1BDE5B54EC67480B80C90D795CE91571', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5ef904321359d6c6d12932cf3cafc246afa6f59c%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5bba402120a64b84756f34866d314e3ac29735d4%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcf9b70a7a1e8cce131acfc8f5001b55d4b55e607%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4dbebce5185c8325a6c5a7f3bc3b5f225a38826d%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles2.naver.net%2FMjAyMDAyMTdfMTYy%2FMDAxNTgxOTQ2NjY1ODUz.XnRMCvLqPWE5Xj789pknfnDFgyLq4yvuFWX-JG-dzCsg.SWF9G_sWGstnG_c_eSPYCCrLP7BHoo1WZGxNG2ydLwEg.JPEG.fop7%2F30.JPG%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles15.naver.net%2FMjAyMDAyMDJfMTg4%2FMDAxNTgwNjIxMTc0NzY4.AWeH4Yw93zGUIcGewI9ILmI5NMZHgDI29aMEkKxyow4g.rzdPaCejJ8ibLGL-qqXc4okUrsnKz0d2nsG-NwfGhagg.JPEG.comekoo%2F32.JPG%3Ftype%3Dw966', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles7.naver.net%2FMjAyMDAxMTVfMjU5%2FMDAxNTc5MDcyNDg5MDcz.HDQiiNz2N3Y-LZqaOv4Jh0tVpYQAFAuFwgjNn_lCc90g.Q41HTEenN6ohHYDjRyqG_Y2K4vwyG-sR6BkiPg5269Ug.JPEG.ohsuna7777%2FSE-5ccf9b58-d720-47a8-898f-5d5ac4eb2be0.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles13.naver.net%2FMjAyMDAxMTVfMTE0%2FMDAxNTc5MDcyNDc5MTA2.HKt3roeJvXP9yS4FhdnL8eNN9vQ0gaKad3qjkUJT7_8g.cwAcGvODb-NM8fPSa5XQ5PkgBRiW1j6vDDoc3dnPe8Eg.JPEG.ohsuna7777%2FSE-d82df544-47c4-4b0c-ba42-4803874baad0.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles16.naver.net%2FMjAxOTEwMDdfMyAg%2FMDAxNTcwNDI2NDMzMjg0.hXCjmJboUub9FVd8LXEPEm-9Zd0GhAc_Iicxpkp33Bog.khFmk3lw-_wdPIEc_Iyj-yi5AbRPLzFv69OVy9ImyDkg.JPEG.bbororong330%2F47.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles4.naver.net%2FMjAxOTEwMDdfMjgw%2FMDAxNTcwNDI2NDE3MzU1.33gDk1PFLLCCDsIqys5e8p22pkDL4QdlF2KsrNn72SYg.DVPPYkJjTcehkrFnjDz64XJMjIMYkGrdPha0yRUi7wQg.JPEG.bbororong330%2F46.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Fpostfiles4.naver.net%2FMjAxOTEwMDdfMiAg%2FMDAxNTcwNDI2NDI1NzQ0.YHh-ymEwP6eDXegxaIxYB77fff-DdUb3om6MhLSW5K0g.q5xShIQGvPWGyNyIX7T7LqWxdbyQ3okatRBmNMCv99sg.JPEG.bbororong330%2F45.jpg%3Ftype%3Dw773']"
1,1202046769,돼지상회 홍대직영점,02-322-8891,서울 마포구 서교동홍익로5안길 28,,삼겹살,2.595744680851064,47,"{'periodList': [{'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:30 ~ 24:00', 'dayOfWeek': '매일'}]}], 'realtime': {'holiday': 'N', 'breaktime': 'N', 'open': 'Y', 'moreOpenOffInfoExists': 'N', 'datetime': '20220906124303', 'currentPeriod': {'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:30 ~ 24:00', 'dayOfWeek': '매일'}]}, 'closedToday': 'N'}}",,,,"['고기뷔페', '삼겹살무한리필', '치킨무한리필', '제로페이']","{'menucount': 3, 'menuList': [{'price': '13,900', 'recommend': False, 'menu': 'A 돼지모듬 무한리필 (1인)', 'desc': '칼집삼겹살+우삼겹+목살+항정살+가브리살+대패삼겹살+돼지껍데기+된장찌개+모듬야채쌈'}, {'price': '15,500', 'recommend': False, 'menu': 'B 돼지모듬+간장순살치킨 무한리필 (1인)', 'desc': '칼집삼겹살+간장순살치킨+우삼겹+목살+항정살+가브리살+대패삼겹살+돼지껍데기+된장찌개+모듬야채쌈'}, {'price': '17,900', 'recommend': False, 'menu': 'Full 풀-코스 무한리필 (1인)', 'desc': '칼집삼겹살+간장순살치킨+우삼겹+목살+항정살+가브리살+대패삼겹살+돼지껍데기+된장찌개+모듬야채쌈+음료수무제한+공기밥무제한+함흥냉면무제한'}], 'productyn': 'N', 'menuboardphotocount': 0}",http://t1.daumcdn.net/place/31B2611A17E34894AE0C4596BB175BA1,"[{'commentid': '6076256', 'contents': '가격 올랐어요 a코스 14900입니다', 'point': 4, 'username': '.', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/eda3d7ddd4cb357d501a7e7ead804637e6cdfe5a?original', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': '1035gl2', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 9, 'userCommentAverageScore': 4.4, 'myStorePick': False, 'date': '2022.08.19.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '5977918', 'contents': 'ㅠㅠ별로임', 'point': 1, 'username': '브룩레스너', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/8a752c419a5c130ad11992f69aefe1c3525defdb?original', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': '1hseasl', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 2, 'userCommentAverageScore': 1.0, 'myStorePick': False, 'date': '2022.08.04.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '5830779', 'contents': '가성비로 맛잇어용~', 'point': 5, 'username': '깡', 'profile': 'http://k.kakaocdn.net/dn/bMFDHM/btq6WinVFHC/O66jebl4HYuJuXXdV9nyk0/img_640x640.jpg', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': '1kkji04', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 2, 'userCommentAverageScore': 5.0, 'myStorePick': False, 'date': '2022.07.11.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}]",
2,678029732,국제식당 상수점,02-325-1777,서울 마포구 상수동와우산로 39-4,http://www.instagram.com/kukje_2015,삼겹살,3.6923076923076925,13,"{'periodList': [{'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:00 ~ 24:00', 'dayOfWeek': '월~토'}]}], 'offdayList': [{'holidayName': '휴무일', 'weekAndDay': '일요일', 'temporaryHolidays': 'N'}], 'realtime': {'holiday': 'N', 'breaktime': 'N', 'open': 'Y', 'moreOpenOffInfoExists': 'Y', 'datetime': '20220906124120', 'currentPeriod': {'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '11:00 ~ 24:00', 'dayOfWeek': '월~토'}]}, 'closedToday': 'N'}}",,,,"['데이트코스', '레트로풍', '제로페이']","{'menucount': 5, 'menuList': [{'price': '7,900', 'recommend': False, 'menu': '국제삼겹살 (180g)'}, {'price': '7,900', 'recommend': False, 'menu': '저지방목살 (150g)'}, {'price': '7,900', 'recommend': False, 'menu': '천겹살 (180g)'}, {'price': '7,500', 'recommend': False, 'menu': '고소한우삼겹 (150g)'}, {'price': '4,900', 'recommend': False, 'menu': '물냉면'}], 'productyn': 'N', 'menuboardphotocount': 0}",http://t1.daumcdn.net/place/7C1E1602AA9D4DF5986C9E811AD4428D,"[{'commentid': '5886974', 'contents': '맛있어요', 'point': 5, 'username': '배고파 미쳐버림', 'profile': 'http://th-p.talk.kakao.co.kr/th/talkp/wlVFbWEBO8/Mo2WHCwgo2YSTksBVn2xR0/v9ml07_640x640_s.jpg', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': '1co5gla', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 131, 'userCommentAverageScore': 4.0, 'myStorePick': False, 'date': '2022.07.21.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '5661795', 'contents': '불친절', 'point': 1, 'username': '0419', 'profile': 'http://t1.daumcdn.net/local/kakaomapPhoto/profile/6a45a713edd3d93e82c6b58e4b3697c78333cf69?original', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': 'berlp8', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 44, 'userCommentAverageScore': 2.6, 'myStorePick': False, 'date': '2022.06.11.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '4202118', 'contents': '', 'point': 4, 'username': 'llliiijjj', 'profile': '', 'profileStatus': 'S', 'photoCnt': 1, 'likeCnt': 0, 'thumbnail': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2c4c8702b8440e1e28c7776bd1c7cfd73d9c8678?original', 'kakaoMapUserId': 'tkvfbl', 'photoList': [{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2c4c8702b8440e1e28c7776bd1c7cfd73d9c8678?original', 'near': False}], 'ownerReply': {}, 'userCommentCount': 53, 'userCommentAverageScore': 4.3, 'myStorePick': False, 'date': '2022.05.18.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}]","['https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7C1E1602AA9D4DF5986C9E811AD4428D', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2c4c8702b8440e1e28c7776bd1c7cfd73d9c8678%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA4MDNfMTg3%2FMDAxNjU5NDYxNDgyNDgz.oybhpXmzUfXDasqkJx3w8sv33mdzF-hQ-9qFtwmJ_hkg.ZR0agwSCHcOP0qrMr35ZYjcNgHGJudC9cy3w_Wzl5lsg.JPEG.cn444%2FSE-85f0aa91-b748-4a28-a8a8-494000e47833.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA4MDNfOTkg%2FMDAxNjU5NDYxNTEyMDg3.Rl5GVihNfgOsiCiqKUi4ONhBiAfA5jRlhSRUkox5fCMg.gcigeY2LCZwXsTeGe7VsY7DMAmyl8AhkExA84VXzn4Eg.JPEG.cn444%2FSE-43fbd841-e644-4730-b0fe-bd93fdeee74f.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjRfMTQg%2FMDAxNjUzMzYwMTQzNzI0.sv5_l04sf4zMfwRu3pzSkUl-BmQWys5qWzq4nZkgs2og.LGLl6xabjF7u9AwozIMROdVdEF_JLaR3cp5MDbwMShIg.JPEG.seyeonn1%2F3199BA0B-58DA-426B-9D8A-C6E2E95C8AC4.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfNTYg%2FMDAxNjUzMjg5NzcwMzg2.O0ZFbKadgx36rlpPlTPePy8KKoUJVRnklNLnBUqXX-Ag.vN4vWVS2EPI2iNoiP4Zye3LnNILsj0rqDZV10FIzyqYg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(36).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfMjYw%2FMDAxNjUzMjg5NzcwMzc1.cxf_rcg4MjjAGPJus5iT2bcE73q4bu0xUx1orvlEt9gg.GLgf5MboGtiDzYvaXGDkdXAS_AKg3VTY3LOXQ8qF5EUg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(34).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfMjc0%2FMDAxNjUzMjg5NzcwNDA4.mNJgFkDmT7cpqN5NwLZlXp9BI4hleUFSW43PXI7Jd8Qg.Wcaqtr_6GqbXKS8n5-KC-vq1w4KJM5Iswqrh8Lu4hCgg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(31).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfMjk3%2FMDAxNjUzMjg5NzA3ODI1.ZfIhGpm8YjsgAvhNhqMxOvb3pfhcq6ZoQfu-hjjObOQg.VApVk1XZVJT4Y35Y-mQKZ-EV3hIsPL6H7IUiqWBjhPsg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(30).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfMjgw%2FMDAxNjUzMjg5NTYyMzM3.Y_fGKkJN4uyIidPW3icX-UbEzGT6G_-qTL8XD8fZ9aYg.Q1QVRFyNH5O0ILpTztBTNuwRqilyKXZRrOI7tdl7EhAg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(18).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MjNfMjUx%2FMDAxNjUzMjg5NDk4NjE4.1U97xqgHXIcfQeUBXs3-_WRlZ59d8iQFdHBXZHfwtCIg.FyQemFhNm7MLNNgtAjp650PBA3qQ3eTYGf-dvkRkdFwg.JPEG.danielxkim%2F%25EC%2583%2581%25EC%2588%2598%25EB%258F%2599%25EB%25A7%259B%25EC%25A7%2591_%25EA%25B5%25AD%25EC%25A0%259C%25EC%258B%259D%25EB%258B%25B9_%25EC%2583%2581%25EC%2588%2598%25EC%2597%25AD_%25EB%25A7%259B%25EC%25A7%2591_(16).jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MDVfMTQx%2FMDAxNjUxNzYxMTQ2MzM4.Z6Ei5RjoYMnkVPaTp5TTnm2AoGZiOlZV1GB3OPAHv_8g.wA44YNrj6GMBI3WG-IG8GzbxWSgjW_AmDftt5wbTU3sg.JPEG.happyrachel01%2FIMG_3290.jpg%3Ftype%3Dw773']"
3,739980731,상수김치삼겹살,,서울 마포구 상수동독막로 76,,삼겹살,4.25,24,"{'periodList': [{'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '15:00 ~ 01:00', 'dayOfWeek': '매일'}]}], 'realtime': {'holiday': 'N', 'breaktime': 'N', 'open': 'N', 'moreOpenOffInfoExists': 'N', 'datetime': '20220906123857', 'secondsUtilOpen': 8462, 'currentPeriod': {'periodName': '영업기간', 'timeList': [{'timeName': '영업시간', 'timeSE': '15:00 ~ 01:00', 'dayOfWeek': '매일'}]}, 'closedToday': 'N'}}",,,,"['노포', '제로페이']","{'menucount': 5, 'menuList': [{'price': '12,000', 'recommend': False, 'menu': '암퇘지 삼겹 (180g)'}, {'price': '14,000', 'recommend': False, 'menu': '차돌박이 (160g)'}, {'price': '13,000', 'recommend': False, 'menu': '불쭈꾸미 (2인분이상)'}, {'price': '15,000', 'recommend': False, 'menu': '김치전골 (소)'}, {'price': '7,000', 'recommend': False, 'menu': '계란말이'}], 'productyn': 'N', 'menuboardphotourlList': ['http://postfiles6.naver.net/MjAyMDAxMTlfMTM5/MDAxNTc5MzgyMTA3Mzgw.jalCPPRBgouYUSGECi__omP-AXrDwz3HMFOPDfTENmog.4Zba_-yjy2wpCv8A_PiAiuK_MgWK-dFUXshUt4CISb4g.JPEG.dlarl1010/1579382106123.jpg?type=w966', 'http://postfiles7.naver.net/MjAyMDAxMTlfMTQw/MDAxNTc5MzgyMTA4OTEz.gmo421RK8FN9CSHNFwNVgTPqAC0AbygIIpMQIarGv3kg.YGLIuO8lmu7ENncnzaY8BeDfEliN18pv81-N3_B7AFYg.JPEG.dlarl1010/1579382107656.jpg?type=w966'], 'menuboardphotocount': 9}",http://t1.daumcdn.net/place/932189E0C6EA4CE4B99571D1BD95378A,"[{'commentid': '6044190', 'contents': '', 'point': 5, 'username': '프로필', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 0, 'kakaoMapUserId': '212iljt', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 13, 'userCommentAverageScore': 2.8, 'myStorePick': False, 'date': '2022.08.14.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '5963828', 'contents': '친절하시고 구성이 좋아요! 고기는 그냥 고기맛! ', 'point': 4, 'username': '직접 먹어보고 판단해. 줏대있게.', 'profile': '', 'profileStatus': 'S', 'photoCnt': 5, 'likeCnt': 0, 'thumbnail': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/a0c03775cb39592d7d5475c129120145d433921c?original', 'kakaoMapUserId': 'ppcnu9', 'photoList': [{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/a0c03775cb39592d7d5475c129120145d433921c?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/cf5a2edc5db15c35d34464dfcecee41b4c0e27ec?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/1bc14b24a3d67a1794a4d89070826498ef7323fb?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/95de077c1c27d1b0078b17dded8e4d40d0466565?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/f6c2981d5bc5a5014e62057f1183f9636c9d47c1?original', 'near': False}], 'ownerReply': {}, 'userCommentCount': 76, 'userCommentAverageScore': 4.5, 'myStorePick': False, 'date': '2022.08.03.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}, {'commentid': '5816772', 'contents': '맛있어요 다만 가게가 좀 좁고 화장실이 불편해요\n그치만 맛있어요', 'point': 5, 'username': '롤렉스', 'profile': 'http://th-p.talk.kakao.co.kr/th/talkp/wkQHw55y1f/uCa7lPupsqpKqV4psrg78k/u0yql2.jpg', 'profileStatus': 'S', 'photoCnt': 0, 'likeCnt': 1, 'kakaoMapUserId': 'np3amf', 'photoList': [], 'ownerReply': {}, 'userCommentCount': 6, 'userCommentAverageScore': 3.7, 'myStorePick': False, 'date': '2022.07.09.', 'isMy': False, 'isBlock': False, 'isEditable': False, 'isMyLike': False}]","['https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F932189E0C6EA4CE4B99571D1BD95378A', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F95de077c1c27d1b0078b17dded8e4d40d0466565%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1bc14b24a3d67a1794a4d89070826498ef7323fb%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcf5a2edc5db15c35d34464dfcecee41b4c0e27ec%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa0c03775cb39592d7d5475c129120145d433921c%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F75080d80db99edf8f2571c7c019597243bd4af36%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc083938cce87b673077fd396f0f4f5597629c528%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6d6c09702de1a95e1c74509f1a87503c8c6cac6d%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6eacf8205ab7680d86f1af06fb4dc0c8c4b3e3b3%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fffe4bd856a06d32a5941e97837d8da07ac3dae22%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F70747130e0e89938716241f957cc3a1574fe9731%3Foriginal', 'https://img1.kakaocdn.net/cthumb/local/C80x80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd4238e173e54283090e8d64534448ef93803588e%3Foriginal']"
